_id,user,provider,date,timeSlot,items[0].name,items[1].name,items[2].name,items[3].name,items[4].name,items[5].name,items[0].itemType,items[1].itemType,items[2].itemType,items[3].itemType,items[4].itemType,items[5].itemType,items[0].price,items[1].price,items[2].price,items[3].price,items[4].price,items[5].price,items[0].quantity,items[1].quantity,items[2].quantity,items[3].quantity,items[4].quantity,items[5].quantity,items[0]._id,items[1]._id,items[2]._id,items[3]._id,items[4]._id,items[5]._id,totalPrice,amountPaid,status,paymentStatus,razorpayOrderId,createdAt,updatedAt,__v,platformFee,providerEarning
69e0ac64f313aeb1c7cef6e5,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-20T18:30:00.000Z,dinner,Gulab Jamun,Roti,Bhindi Masala,,,,dessert,bread,sabzi,,,,25,10,45,,,,1,1,2,,,,69e0ac64f313aeb1c7cef6e6,69e0ac64f313aeb1c7cef6e7,69e0ac64f313aeb1c7cef6e8,,,,125,125,completed,paid,,2026-01-20T18:30:00.000Z,2026-01-20T18:30:00.000Z,0,6,119
69e0ac64f313aeb1c7cef6e9,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-20T18:30:00.000Z,lunch,Bhatura,Lassi,,,,,bread,side,,,,,20,25,,,,,1,1,,,,,69e0ac64f313aeb1c7cef6ea,69e0ac64f313aeb1c7cef6eb,,,,,45,45,completed,paid,,2026-01-20T18:30:00.000Z,2026-01-20T18:30:00.000Z,0,2,43
69e0ac64f313aeb1c7cef6ec,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-21T18:30:00.000Z,dinner,Dal Tadka,Rasmalai,Paneer Tikka Masala,,,,dal,dessert,sabzi,,,,40,35,70,,,,1,1,1,,,,69e0ac64f313aeb1c7cef6ed,69e0ac64f313aeb1c7cef6ee,69e0ac64f313aeb1c7cef6ef,,,,145,145,completed,paid,,2026-01-21T18:30:00.000Z,2026-01-21T18:30:00.000Z,0,7,138
69e0ac64f313aeb1c7cef6f0,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-21T18:30:00.000Z,dinner,Rasmalai,Butter Naan,Steamed Rice,Paneer Tikka Masala,,,dessert,bread,rice,sabzi,,,35,15,25,70,,,2,1,1,2,,,69e0ac64f313aeb1c7cef6f1,69e0ac64f313aeb1c7cef6f2,69e0ac64f313aeb1c7cef6f3,69e0ac64f313aeb1c7cef6f4,,,250,250,completed,paid,,2026-01-21T18:30:00.000Z,2026-01-21T18:30:00.000Z,0,13,237
69e0ac64f313aeb1c7cef6f5,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-22T18:30:00.000Z,dinner,Ice Cream,Rajma Masala,,,,,dessert,dal,,,,,30,50,,,,,1,1,,,,,69e0ac64f313aeb1c7cef6f6,69e0ac64f313aeb1c7cef6f7,,,,,80,80,completed,paid,,2026-01-22T18:30:00.000Z,2026-01-22T18:30:00.000Z,0,4,76
69e0ac64f313aeb1c7cef6f8,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-28T18:30:00.000Z,dinner,Steamed Rice,Rasmalai,Dal Tadka,Butter Naan,,,rice,dessert,dal,bread,,,25,35,40,15,,,2,1,1,2,,,69e0ac64f313aeb1c7cef6f9,69e0ac64f313aeb1c7cef6fa,69e0ac64f313aeb1c7cef6fb,69e0ac64f313aeb1c7cef6fc,,,155,155,completed,paid,,2026-01-28T18:30:00.000Z,2026-01-28T18:30:00.000Z,0,8,147
69e0ac64f313aeb1c7cef6fd,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-29T18:30:00.000Z,lunch,Chana Dal,Baingan Bharta,Veg Pulao,,,,dal,sabzi,rice,,,,40,45,35,,,,1,2,1,,,,69e0ac64f313aeb1c7cef6fe,69e0ac64f313aeb1c7cef6ff,69e0ac64f313aeb1c7cef700,,,,165,165,completed,paid,,2026-01-29T18:30:00.000Z,2026-01-29T18:30:00.000Z,0,8,157
69e0ac64f313aeb1c7cef701,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-29T18:30:00.000Z,lunch,Roti,Chana Dal,,,,,bread,dal,,,,,10,40,,,,,2,1,,,,,69e0ac64f313aeb1c7cef702,69e0ac64f313aeb1c7cef703,,,,,60,60,completed,paid,,2026-01-29T18:30:00.000Z,2026-01-29T18:30:00.000Z,0,3,57
69e0ac64f313aeb1c7cef704,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-29T18:30:00.000Z,lunch,Chana Dal,Baingan Bharta,Veg Pulao,Roti,Shrikhand,,dal,sabzi,rice,bread,dessert,,40,45,35,10,30,,1,1,1,2,1,,69e0ac64f313aeb1c7cef705,69e0ac64f313aeb1c7cef706,69e0ac64f313aeb1c7cef707,69e0ac64f313aeb1c7cef708,69e0ac64f313aeb1c7cef709,,170,170,completed,paid,,2026-01-29T18:30:00.000Z,2026-01-29T18:30:00.000Z,0,9,161
69e0ac64f313aeb1c7cef70a,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-30T18:30:00.000Z,lunch,Roti,Fruit Custard,Dal Fry,,,,bread,dessert,dal,,,,10,30,40,,,,2,1,1,,,,69e0ac64f313aeb1c7cef70b,69e0ac64f313aeb1c7cef70c,69e0ac64f313aeb1c7cef70d,,,,90,90,completed,paid,,2026-01-30T18:30:00.000Z,2026-01-30T18:30:00.000Z,0,5,85
69e0ac64f313aeb1c7cef70e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-01-31T18:30:00.000Z,lunch,Gulab Jamun,Veg Biryani,,,,,dessert,rice,,,,,25,55,,,,,2,1,,,,,69e0ac64f313aeb1c7cef70f,69e0ac64f313aeb1c7cef710,,,,,105,105,completed,paid,,2026-01-31T18:30:00.000Z,2026-01-31T18:30:00.000Z,0,5,100
69e0ac64f313aeb1c7cef711,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-01T18:30:00.000Z,dinner,Steamed Rice,Butter Naan,Palak Paneer,Kheer,,,rice,bread,sabzi,dessert,,,25,15,60,30,,,1,1,1,2,,,69e0ac64f313aeb1c7cef712,69e0ac64f313aeb1c7cef713,69e0ac64f313aeb1c7cef714,69e0ac64f313aeb1c7cef715,,,160,160,completed,paid,,2026-02-01T18:30:00.000Z,2026-02-01T18:30:00.000Z,0,8,152
69e0ac64f313aeb1c7cef716,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-03T18:30:00.000Z,lunch,Moong Dal,Chole,Steamed Rice,Bhatura,Lassi,,dal,sabzi,rice,bread,side,,38,50,25,20,25,,1,1,1,2,1,,69e0ac64f313aeb1c7cef717,69e0ac64f313aeb1c7cef718,69e0ac64f313aeb1c7cef719,69e0ac64f313aeb1c7cef71a,69e0ac64f313aeb1c7cef71b,,178,178,completed,paid,,2026-02-03T18:30:00.000Z,2026-02-03T18:30:00.000Z,0,9,169
69e0ac64f313aeb1c7cef71c,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-04T18:30:00.000Z,lunch,Masoor Dal,Raita,Paratha,,,,dal,side,bread,,,,38,20,15,,,,1,1,1,,,,69e0ac64f313aeb1c7cef71d,69e0ac64f313aeb1c7cef71e,69e0ac64f313aeb1c7cef71f,,,,73,73,completed,paid,,2026-02-04T18:30:00.000Z,2026-02-04T18:30:00.000Z,0,4,69
69e0ac64f313aeb1c7cef720,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-04T18:30:00.000Z,lunch,Masoor Dal,Matar Paneer,Raita,,,,dal,sabzi,side,,,,38,60,20,,,,1,1,1,,,,69e0ac64f313aeb1c7cef721,69e0ac64f313aeb1c7cef722,69e0ac64f313aeb1c7cef723,,,,118,118,completed,paid,,2026-02-04T18:30:00.000Z,2026-02-04T18:30:00.000Z,0,6,112
69e0ac64f313aeb1c7cef724,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-06T18:30:00.000Z,dinner,Dal Makhani,Steamed Rice,,,,,dal,rice,,,,,55,25,,,,,2,1,,,,,69e0ac64f313aeb1c7cef725,69e0ac64f313aeb1c7cef726,,,,,135,135,completed,paid,,2026-02-06T18:30:00.000Z,2026-02-06T18:30:00.000Z,0,7,128
69e0ac64f313aeb1c7cef727,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-07T18:30:00.000Z,lunch,Veg Biryani,Paneer Butter Masala,Garlic Naan,Dal Tadka,Gulab Jamun,Raita,rice,sabzi,bread,dal,dessert,side,55,65,18,40,25,20,1,1,1,1,2,2,69e0ac64f313aeb1c7cef728,69e0ac64f313aeb1c7cef729,69e0ac64f313aeb1c7cef72a,69e0ac64f313aeb1c7cef72b,69e0ac64f313aeb1c7cef72c,69e0ac64f313aeb1c7cef72d,268,268,completed,paid,,2026-02-07T18:30:00.000Z,2026-02-07T18:30:00.000Z,0,13,255
69e0ac64f313aeb1c7cef72e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-09T18:30:00.000Z,dinner,Mixed Veg Curry,Dal Makhani,Jalebi,Garlic Naan,Jeera Rice,,sabzi,dal,dessert,bread,rice,,45,55,25,18,30,,1,1,1,1,2,,69e0ac64f313aeb1c7cef72f,69e0ac64f313aeb1c7cef730,69e0ac64f313aeb1c7cef731,69e0ac64f313aeb1c7cef732,69e0ac64f313aeb1c7cef733,,203,203,completed,paid,,2026-02-09T18:30:00.000Z,2026-02-09T18:30:00.000Z,0,10,193
69e0ac64f313aeb1c7cef734,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-09T18:30:00.000Z,lunch,Chana Dal,Paneer Butter Masala,,,,,dal,sabzi,,,,,40,65,,,,,2,1,,,,,69e0ac64f313aeb1c7cef735,69e0ac64f313aeb1c7cef736,,,,,145,145,completed,paid,,2026-02-09T18:30:00.000Z,2026-02-09T18:30:00.000Z,0,7,138
69e0ac64f313aeb1c7cef737,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-10T18:30:00.000Z,lunch,Bhatura,Steamed Rice,Chole,Lassi,Moong Dal,,bread,rice,sabzi,side,dal,,20,25,50,25,38,,2,2,2,1,1,,69e0ac64f313aeb1c7cef738,69e0ac64f313aeb1c7cef739,69e0ac64f313aeb1c7cef73a,69e0ac64f313aeb1c7cef73b,69e0ac64f313aeb1c7cef73c,,253,253,completed,paid,,2026-02-10T18:30:00.000Z,2026-02-10T18:30:00.000Z,0,13,240
69e0ac64f313aeb1c7cef73d,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-12T18:30:00.000Z,dinner,Garlic Naan,Veg Biryani,Ice Cream,Kadhai Paneer,Rajma Masala,,bread,rice,dessert,sabzi,dal,,18,55,30,65,50,,1,1,1,1,2,,69e0ac64f313aeb1c7cef73e,69e0ac64f313aeb1c7cef73f,69e0ac64f313aeb1c7cef740,69e0ac64f313aeb1c7cef741,69e0ac64f313aeb1c7cef742,,268,268,completed,paid,,2026-02-12T18:30:00.000Z,2026-02-12T18:30:00.000Z,0,13,255
69e0ac64f313aeb1c7cef743,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-13T18:30:00.000Z,lunch,Dal Fry,Roti,Aloo Matar,Jeera Rice,Fruit Custard,,dal,bread,sabzi,rice,dessert,,40,10,42,30,30,,2,2,2,1,1,,69e0ac64f313aeb1c7cef744,69e0ac64f313aeb1c7cef745,69e0ac64f313aeb1c7cef746,69e0ac64f313aeb1c7cef747,69e0ac64f313aeb1c7cef748,,244,244,completed,paid,,2026-02-13T18:30:00.000Z,2026-02-13T18:30:00.000Z,0,12,232
69e0ac64f313aeb1c7cef749,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-13T18:30:00.000Z,lunch,Dal Fry,Aloo Matar,,,,,dal,sabzi,,,,,40,42,,,,,1,1,,,,,69e0ac64f313aeb1c7cef74a,69e0ac64f313aeb1c7cef74b,,,,,82,82,completed,paid,,2026-02-13T18:30:00.000Z,2026-02-13T18:30:00.000Z,0,4,78
69e0ac64f313aeb1c7cef74c,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-14T18:30:00.000Z,lunch,Veg Biryani,Dal Tadka,Garlic Naan,,,,rice,dal,bread,,,,55,40,18,,,,1,1,1,,,,69e0ac64f313aeb1c7cef74d,69e0ac64f313aeb1c7cef74e,69e0ac64f313aeb1c7cef74f,,,,113,113,completed,paid,,2026-02-14T18:30:00.000Z,2026-02-14T18:30:00.000Z,0,6,107
69e0ac64f313aeb1c7cef750,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-17T18:30:00.000Z,dinner,Toor Dal Fry,Bhindi Masala,,,,,dal,sabzi,,,,,42,45,,,,,1,1,,,,,69e0ac64f313aeb1c7cef751,69e0ac64f313aeb1c7cef752,,,,,87,87,completed,paid,,2026-02-17T18:30:00.000Z,2026-02-17T18:30:00.000Z,0,4,83
69e0ac64f313aeb1c7cef753,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-17T18:30:00.000Z,dinner,Roti,Veg Biryani,Bhindi Masala,Gulab Jamun,,,bread,rice,sabzi,dessert,,,10,55,45,25,,,1,1,1,1,,,69e0ac64f313aeb1c7cef754,69e0ac64f313aeb1c7cef755,69e0ac64f313aeb1c7cef756,69e0ac64f313aeb1c7cef757,,,135,135,completed,paid,,2026-02-17T18:30:00.000Z,2026-02-17T18:30:00.000Z,0,7,128
69e0ac64f313aeb1c7cef758,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-20T18:30:00.000Z,lunch,Roti,Fruit Custard,Jeera Rice,Aloo Matar,Dal Fry,,bread,dessert,rice,sabzi,dal,,10,30,30,42,40,,1,1,1,1,1,,69e0ac64f313aeb1c7cef759,69e0ac64f313aeb1c7cef75a,69e0ac64f313aeb1c7cef75b,69e0ac64f313aeb1c7cef75c,69e0ac64f313aeb1c7cef75d,,152,152,completed,paid,,2026-02-20T18:30:00.000Z,2026-02-20T18:30:00.000Z,0,8,144
69e0ac64f313aeb1c7cef75e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-20T18:30:00.000Z,lunch,Roti,Jeera Rice,Aloo Matar,Fruit Custard,Dal Fry,,bread,rice,sabzi,dessert,dal,,10,30,42,30,40,,1,1,1,1,2,,69e0ac64f313aeb1c7cef75f,69e0ac64f313aeb1c7cef760,69e0ac64f313aeb1c7cef761,69e0ac64f313aeb1c7cef762,69e0ac64f313aeb1c7cef763,,192,192,completed,paid,,2026-02-20T18:30:00.000Z,2026-02-20T18:30:00.000Z,0,10,182
69e0ac64f313aeb1c7cef764,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-21T18:30:00.000Z,lunch,Dal Tadka,Paneer Butter Masala,Garlic Naan,Gulab Jamun,Veg Biryani,Raita,dal,sabzi,bread,dessert,rice,side,40,65,18,25,55,20,1,1,1,2,1,2,69e0ac64f313aeb1c7cef765,69e0ac64f313aeb1c7cef766,69e0ac64f313aeb1c7cef767,69e0ac64f313aeb1c7cef768,69e0ac64f313aeb1c7cef769,69e0ac64f313aeb1c7cef76a,268,268,completed,paid,,2026-02-21T18:30:00.000Z,2026-02-21T18:30:00.000Z,0,13,255
69e0ac64f313aeb1c7cef76b,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-22T18:30:00.000Z,lunch,Aloo Gobi,Jeera Rice,Gulab Jamun,Dal Tadka,Roti,,sabzi,rice,dessert,dal,bread,,45,30,25,40,10,,2,1,1,1,1,,69e0ac64f313aeb1c7cef76c,69e0ac64f313aeb1c7cef76d,69e0ac64f313aeb1c7cef76e,69e0ac64f313aeb1c7cef76f,69e0ac64f313aeb1c7cef770,,195,195,completed,paid,,2026-02-22T18:30:00.000Z,2026-02-22T18:30:00.000Z,0,10,185
69e0ac64f313aeb1c7cef771,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-22T18:30:00.000Z,lunch,Gulab Jamun,Roti,Aloo Gobi,Dal Tadka,Jeera Rice,,dessert,bread,sabzi,dal,rice,,25,10,45,40,30,,1,1,1,1,2,,69e0ac64f313aeb1c7cef772,69e0ac64f313aeb1c7cef773,69e0ac64f313aeb1c7cef774,69e0ac64f313aeb1c7cef775,69e0ac64f313aeb1c7cef776,,180,180,completed,paid,,2026-02-22T18:30:00.000Z,2026-02-22T18:30:00.000Z,0,9,171
69e0ac64f313aeb1c7cef777,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-22T18:30:00.000Z,lunch,Gulab Jamun,Dal Tadka,Aloo Gobi,,,,dessert,dal,sabzi,,,,25,40,45,,,,1,1,2,,,,69e0ac64f313aeb1c7cef778,69e0ac64f313aeb1c7cef779,69e0ac64f313aeb1c7cef77a,,,,155,155,completed,paid,,2026-02-22T18:30:00.000Z,2026-02-22T18:30:00.000Z,0,8,147
69e0ac64f313aeb1c7cef77b,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-23T18:30:00.000Z,lunch,Veg Pulao,Roti,Chana Dal,Raita,,,rice,bread,dal,side,,,35,10,40,20,,,1,1,1,1,,,69e0ac64f313aeb1c7cef77c,69e0ac64f313aeb1c7cef77d,69e0ac64f313aeb1c7cef77e,69e0ac64f313aeb1c7cef77f,,,105,105,completed,paid,,2026-02-23T18:30:00.000Z,2026-02-23T18:30:00.000Z,0,5,100
69e0ac64f313aeb1c7cef780,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-23T18:30:00.000Z,dinner,Jeera Rice,Garlic Naan,Jalebi,,,,rice,bread,dessert,,,,30,18,25,,,,2,1,2,,,,69e0ac64f313aeb1c7cef781,69e0ac64f313aeb1c7cef782,69e0ac64f313aeb1c7cef783,,,,128,128,completed,paid,,2026-02-23T18:30:00.000Z,2026-02-23T18:30:00.000Z,0,6,122
69e0ac64f313aeb1c7cef784,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-24T18:30:00.000Z,dinner,Roti,Gulab Jamun,,,,,bread,dessert,,,,,10,25,,,,,2,1,,,,,69e0ac64f313aeb1c7cef785,69e0ac64f313aeb1c7cef786,,,,,45,45,completed,paid,,2026-02-24T18:30:00.000Z,2026-02-24T18:30:00.000Z,0,2,43
69e0ac64f313aeb1c7cef787,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-25T18:30:00.000Z,lunch,Matar Paneer,Jeera Rice,,,,,sabzi,rice,,,,,60,30,,,,,1,2,,,,,69e0ac64f313aeb1c7cef788,69e0ac64f313aeb1c7cef789,,,,,120,120,completed,paid,,2026-02-25T18:30:00.000Z,2026-02-25T18:30:00.000Z,0,6,114
69e0ac64f313aeb1c7cef78a,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-25T18:30:00.000Z,lunch,Masoor Dal,Matar Paneer,Jeera Rice,,,,dal,sabzi,rice,,,,38,60,30,,,,1,1,1,,,,69e0ac64f313aeb1c7cef78b,69e0ac64f313aeb1c7cef78c,69e0ac64f313aeb1c7cef78d,,,,128,128,completed,paid,,2026-02-25T18:30:00.000Z,2026-02-25T18:30:00.000Z,0,6,122
69e0ac64f313aeb1c7cef78e,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-02-26T18:30:00.000Z,dinner,Rajma Masala,Kadhai Paneer,,,,,dal,sabzi,,,,,50,65,,,,,1,1,,,,,69e0ac64f313aeb1c7cef78f,69e0ac64f313aeb1c7cef790,,,,,115,115,completed,paid,,2026-02-26T18:30:00.000Z,2026-02-26T18:30:00.000Z,0,6,109
69e0ac64f313aeb1c7cef791,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-01T18:30:00.000Z,lunch,Roti,Aloo Gobi,,,,,bread,sabzi,,,,,10,45,,,,,1,2,,,,,69e0ac64f313aeb1c7cef792,69e0ac64f313aeb1c7cef793,,,,,100,100,completed,paid,,2026-03-01T18:30:00.000Z,2026-03-01T18:30:00.000Z,0,5,95
69e0ac64f313aeb1c7cef794,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-01T18:30:00.000Z,lunch,Aloo Gobi,Dal Tadka,,,,,sabzi,dal,,,,,45,40,,,,,1,2,,,,,69e0ac64f313aeb1c7cef795,69e0ac64f313aeb1c7cef796,,,,,125,125,completed,paid,,2026-03-01T18:30:00.000Z,2026-03-01T18:30:00.000Z,0,6,119
69e0ac64f313aeb1c7cef797,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-03T18:30:00.000Z,lunch,Moong Dal,Chole,Bhatura,Steamed Rice,Lassi,,dal,sabzi,bread,rice,side,,38,50,20,25,25,,1,1,2,1,1,,69e0ac64f313aeb1c7cef798,69e0ac64f313aeb1c7cef799,69e0ac64f313aeb1c7cef79a,69e0ac64f313aeb1c7cef79b,69e0ac64f313aeb1c7cef79c,,178,178,completed,paid,,2026-03-03T18:30:00.000Z,2026-03-03T18:30:00.000Z,0,9,169
69e0ac64f313aeb1c7cef79d,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-04T18:30:00.000Z,lunch,Paratha,Matar Paneer,Masoor Dal,,,,bread,sabzi,dal,,,,15,60,38,,,,2,1,1,,,,69e0ac64f313aeb1c7cef79e,69e0ac64f313aeb1c7cef79f,69e0ac64f313aeb1c7cef7a0,,,,128,128,completed,paid,,2026-03-04T18:30:00.000Z,2026-03-04T18:30:00.000Z,0,6,122
69e0ac64f313aeb1c7cef7a1,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-05T18:30:00.000Z,dinner,Rajma Masala,Kadhai Paneer,Garlic Naan,Veg Biryani,Ice Cream,,dal,sabzi,bread,rice,dessert,,50,65,18,55,30,,1,1,1,1,1,,69e0ac64f313aeb1c7cef7a2,69e0ac64f313aeb1c7cef7a3,69e0ac64f313aeb1c7cef7a4,69e0ac64f313aeb1c7cef7a5,69e0ac64f313aeb1c7cef7a6,,218,218,completed,paid,,2026-03-05T18:30:00.000Z,2026-03-05T18:30:00.000Z,0,11,207
69e0ac64f313aeb1c7cef7a7,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-08T18:30:00.000Z,lunch,Gulab Jamun,Roti,,,,,dessert,bread,,,,,25,10,,,,,1,1,,,,,69e0ac64f313aeb1c7cef7a8,69e0ac64f313aeb1c7cef7a9,,,,,35,35,completed,paid,,2026-03-08T18:30:00.000Z,2026-03-08T18:30:00.000Z,0,2,33
69e0ac64f313aeb1c7cef7aa,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-10T18:30:00.000Z,dinner,Gulab Jamun,Bhindi Masala,Roti,Toor Dal Fry,Veg Biryani,,dessert,sabzi,bread,dal,rice,,25,45,10,42,55,,2,1,2,1,1,,69e0ac64f313aeb1c7cef7ab,69e0ac64f313aeb1c7cef7ac,69e0ac64f313aeb1c7cef7ad,69e0ac64f313aeb1c7cef7ae,69e0ac64f313aeb1c7cef7af,,212,212,completed,paid,,2026-03-10T18:30:00.000Z,2026-03-10T18:30:00.000Z,0,11,201
69e0ac64f313aeb1c7cef7b0,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-13T18:30:00.000Z,dinner,Dal Makhani,Butter Naan,,,,,dal,bread,,,,,55,15,,,,,1,1,,,,,69e0ac64f313aeb1c7cef7b1,69e0ac64f313aeb1c7cef7b2,,,,,70,70,completed,paid,,2026-03-13T18:30:00.000Z,2026-03-13T18:30:00.000Z,0,4,66
69e0ac64f313aeb1c7cef7b3,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-14T18:30:00.000Z,lunch,Gulab Jamun,Paneer Butter Masala,,,,,dessert,sabzi,,,,,25,65,,,,,1,1,,,,,69e0ac64f313aeb1c7cef7b4,69e0ac64f313aeb1c7cef7b5,,,,,90,90,completed,paid,,2026-03-14T18:30:00.000Z,2026-03-14T18:30:00.000Z,0,5,85
69e0ac64f313aeb1c7cef7b6,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-16T18:30:00.000Z,lunch,Paneer Butter Masala,Veg Pulao,,,,,sabzi,rice,,,,,65,35,,,,,2,1,,,,,69e0ac64f313aeb1c7cef7b7,69e0ac64f313aeb1c7cef7b8,,,,,165,165,completed,paid,,2026-03-16T18:30:00.000Z,2026-03-16T18:30:00.000Z,0,8,157
69e0ac64f313aeb1c7cef7b9,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-16T18:30:00.000Z,dinner,Garlic Naan,Jeera Rice,Mixed Veg Curry,,,,bread,rice,sabzi,,,,18,30,45,,,,1,1,1,,,,69e0ac64f313aeb1c7cef7ba,69e0ac64f313aeb1c7cef7bb,69e0ac64f313aeb1c7cef7bc,,,,93,93,completed,paid,,2026-03-16T18:30:00.000Z,2026-03-16T18:30:00.000Z,0,5,88
69e0ac64f313aeb1c7cef7bd,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-16T18:30:00.000Z,dinner,Garlic Naan,Jeera Rice,,,,,bread,rice,,,,,18,30,,,,,1,2,,,,,69e0ac64f313aeb1c7cef7be,69e0ac64f313aeb1c7cef7bf,,,,,78,78,completed,paid,,2026-03-16T18:30:00.000Z,2026-03-16T18:30:00.000Z,0,4,74
69e0ac64f313aeb1c7cef7c0,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-18T18:30:00.000Z,lunch,Jeera Rice,Masoor Dal,Raita,Paratha,,,rice,dal,side,bread,,,30,38,20,15,,,2,1,1,2,,,69e0ac64f313aeb1c7cef7c1,69e0ac64f313aeb1c7cef7c2,69e0ac64f313aeb1c7cef7c3,69e0ac64f313aeb1c7cef7c4,,,148,148,completed,paid,,2026-03-18T18:30:00.000Z,2026-03-18T18:30:00.000Z,0,7,141
69e0ac64f313aeb1c7cef7c5,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-19T18:30:00.000Z,lunch,Shrikhand,Baingan Bharta,Chana Dal,Veg Pulao,,,dessert,sabzi,dal,rice,,,30,45,40,35,,,1,1,1,2,,,69e0ac64f313aeb1c7cef7c6,69e0ac64f313aeb1c7cef7c7,69e0ac64f313aeb1c7cef7c8,69e0ac64f313aeb1c7cef7c9,,,185,185,completed,paid,,2026-03-19T18:30:00.000Z,2026-03-19T18:30:00.000Z,0,9,176
69e0ac64f313aeb1c7cef7ca,69e0a6cc2eab0b385a715b37,69e0a6c62eab0b385a715ad4,2026-03-19T18:30:00.000Z,dinner,Garlic Naan,Rajma Masala,Kadhai Paneer,Ice Cream,Veg Biryani,,bread,dal,sabzi,dessert,rice,,18,50,65,30,55,,1,1,1,2,2,,69e0ac64f313aeb1c7cef7cb,69e0ac64f313aeb1c7cef7cc,69e0ac64f313aeb1c7cef7cd,69e0ac64f313aeb1c7cef7ce,69e0ac64f313aeb1c7cef7cf,,303,303,completed,paid,,2026-03-19T18:30:00.000Z,2026-03-19T18:30:00.000Z,0,15,288
